Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Vargem Grande;2;0;0;90;1500.0;672.5;121.5
Tijuca;3;2;0;80;2260.0;800.0;47.5
Recreio dos Bandeirantes;2;2;1;87;1500.0;503.0;187.0
Todos os Santos;2;1;1;90;1500.0;610.0;368.5
Recreio dos Bandeirantes;3;4;1;293;2900.0;1340.0;716.6666666666667
Copacabana;3;1;1;120;2900.0;1120.0;207.0
Maracanã;2;1;0;80;2200.0;750.0;67.0
Barra da Tijuca;2;1;1;106;2800.0;1500.0;250.0
Barra da Tijuca;2;1;0;72;1700.0;820.0;355.0
Recreio dos Bandeirantes;3;1;2;110;1900.0;1200.0;210.0
Vila Isabel;2;1;0;75;1600.0;650.0;75.0
Barra da Tijuca;2;2;1;156;2950.0;1350.0;213.0
Vila Isabel;2;1;0;80;1200.0;440.0;20.0
Copacabana;3;1;1;130;2500.0;1818.0;131.5
Praça Seca;2;0;0;88;800.0;555.0;63.0
Copacabana;3;1;0;122;2700.0;1500.0;187.0
Olaria;2;1;0;73;1200.0;384.0;700.0
Tijuca;2;1;1;82;1800.0;798.0;132.0
Tijuca;3;1;1;83;2300.0;1244.0;191.0
Irajá;2;1;0;76;1200.0;20.0;12.0
Copacabana;2;1;0;75;2600.0;1032.0;130.0
Copacabana;3;1;0;135;2700.0;758.5;97.0
Taquara;2;1;1;85;1000.0;720.0;120.0
Jacarepaguá;3;1;1;90;1200.0;400.0;60.0
Recreio dos Bandeirantes;2;1;1;85;2400.0;746.0;120.0
Jacarepaguá;3;1;1;85;2100.0;735.0;65.0
Freguesia (Jacarepaguá);3;1;1;78;1800.0;850.0;121.0
Freguesia (Jacarepaguá);3;3;1;107;2250.0;1085.0;150.0
Recreio dos Bandeirantes;4;4;2;162;2000.0;1400.0;380.0
Catete;2;0;0;80;1800.0;519.0;89.0
Engenho Novo;2;1;0;78;750.0;902.0;42.0
Tijuca;3;1;1;150;2400.0;966.0;3400.0
Recreio dos Bandeirantes;3;1;1;90;1300.0;700.0;165.0
Vila da Penha;3;2;0;95;1400.0;320.0;255.0
Icaraí;3;1;1;169;1800.0;1000.0;300.0
Recreio dos Bandeirantes;3;2;1;82;1700.0;576.0;165.0
Humaitá;3;1;0;90;2200.0;990.0;180.0
Praça Seca;2;1;0;92;1350.0;580.0;601.0
Freguesia (Jacarepaguá);2;2;1;128;2800.0;1000.0;240.0
Tijuca;3;1;1;120;2100.0;770.0;157.0
Rocha;2;1;0;71;1000.0;338.0;281.0
Recreio dos Bandeirantes;2;2;1;89;1500.0;860.0;175.5
Jacarepaguá;2;1;1;78;1600.0;697.0;70.0
Barra da Tijuca;3;2;1;113;2700.0;1640.0;276.0
Barra da Tijuca;2;2;1;97;2700.0;1519.0;265.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;563.0;193.0
Vista Alegre;2;0;0;76;1300.0;150.0;52.0
Laranjeiras;2;1;1;90;2600.0;1155.0;140.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Taquara;2;1;2;80;1450.0;564.0;87.0
Méier;3;1;1;100;1950.0;87.0;86.0
Lins de Vasconcelos;2;1;0;75;800.0;570.0;143.0
Tijuca;3;0;0;90;1650.0;1000.0;172.0
Barra da Tijuca;2;1;1;84;2300.0;1272.0;1854.0
Botafogo;2;1;0;73;2100.0;791.0;128.0
Leme;2;0;0;75;2800.0;878.0;83.5
Barra da Tijuca;2;1;1;78;1100.0;970.0;1.0
Recreio dos Bandeirantes;2;1;1;105;2300.0;649.0;156.0
Freguesia (Jacarepaguá);2;1;1;75;1600.0;900.0;125.0
Tijuca;4;3;2;130;2600.0;1100.0;240.0
Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0
Água Santa;2;0;0;85;850.0;1550.0;200.0
Tijuca;2;1;1;110;2900.0;748.0;20.0
Méier;2;0;0;77;1300.0;630.0;64.0
Copacabana;3;0;0;80;1200.0;2475.0;88.0
Copacabana;2;0;0;72;2300.0;850.0;100.0
Recreio dos Bandeirantes;2;1;1;73;1400.0;950.0;107.0
Barra da Tijuca;2;2;1;80;2200.0;1493.0;3300.0
Glória;2;1;0;72;2200.0;610.0;119.0
Recreio dos Bandeirantes;2;2;1;80;1600.0;850.0;15530.0
Leme;2;0;0;80;2600.0;720.0;205.0
Pechincha;2;0;0;80;1000.0;673.0;207.33333333333331
Copacabana;3;0;0;120;2800.0;1100.0;120.0
Recreio dos Bandeirantes;3;1;1;81;2200.0;790.0;199.0
Tijuca;2;1;1;86;2000.0;715.0;167.0
Barra da Tijuca;3;2;3;145;2900.0;1800.0;350.0
Jardim Guanabara;3;1;1;100;2000.0;625.0;1380.0
São Cristóvão;2;0;0;90;1300.0;350.0;15.0
Recreio dos Bandeirantes;3;2;1;98;1900.0;532.0;230.0
Barra da Tijuca;2;1;1;90;2500.0;1100.0;130.0
Barra da Tijuca;2;1;1;79;2000.0;800.0;140.0
Botafogo;2;1;0;90;2900.0;930.0;194.0
Barra da Tijuca;2;1;0;72;1600.0;1845.0;178.0
São Cristóvão;2;0;1;75;1800.0;480.0;80.0
Glória;3;0;1;90;2800.0;610.0;117.0
Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0
Vigário Geral;3;0;0;80;800.0;260.0;450.0
Tijuca;2;1;1;98;2700.0;1013.0;556.6666666666666
Recreio dos Bandeirantes;2;2;2;145;2700.0;900.0;300.0
Copacabana;2;0;0;76;2300.0;1045.0;122.0
Vila Isabel;2;1;1;80;1900.0;950.0;80.0
Tijuca;3;1;1;99;1800.0;800.0;60.0
Recreio dos Bandeirantes;3;2;1;120;2500.0;600.0;244.0
Grajaú;2;1;1;75;1700.0;840.0;71.0
Copacabana;2;2;1;71;2300.0;645.0;70.0
Jacarepaguá;2;1;1;75;1300.0;699.0;69.0
Tijuca;3;1;0;90;1800.0;823.0;130.0
Recreio dos Bandeirantes;2;1;1;90;1950.0;950.0;110.0
Laranjeiras;2;1;0;75;2200.0;895.0;107.0
Laranjeiras;3;1;0;84;2500.0;761.0;153.0
Taquara;2;1;0;80;1100.0;650.0;50.0
Freguesia (Jacarepaguá);2;1;0;81;1700.0;612.0;92.0
Cachambi;3;1;1;74;1200.0;693.0;435.5
Freguesia (Jacarepaguá);3;2;2;180;2500.0;1096.0;187.0
Rio Comprido;3;0;0;160;2000.0;850.0;1200.0
Barra da Tijuca;2;2;1;140;2100.0;1200.0;188.5
Taquara;3;1;0;89;900.0;598.0;101.0
Tijuca;2;1;1;80;1900.0;840.0;120.0
Recreio dos Bandeirantes;3;1;1;85;1500.0;750.0;32.0
Maracanã;2;0;0;75;1680.0;200.0;24.0
Recreio dos Bandeirantes;3;2;2;155;2500.0;980.0;280.0
Recreio dos Bandeirantes;3;2;1;195;2800.0;1625.0;415.0
Andaraí;2;1;1;73;1500.0;745.0;83.0
Laranjeiras;2;0;0;90;2200.0;650.0;140.0
Recreio dos Bandeirantes;2;1;2;144;2800.0;960.0;357.0
Tijuca;3;0;1;124;2800.0;925.0;325.0
Vila Valqueire;2;0;0;80;1200.0;180.0;20.0
Água Santa;2;0;0;83;950.0;150.0;37.0
Praça Seca;2;1;0;80;1000.0;390.0;20.0
Barra da Tijuca;3;2;3;128;2900.0;1625.0;350.0
Recreio dos Bandeirantes;2;2;2;90;2800.0;1300.0;200.0
Pechincha;2;1;1;76;1900.0;498.0;91.0
Madureira;2;1;0;71;1300.0;170.0;130.66666666666666
Tijuca;2;0;0;80;1400.0;650.0;170.33333333333331
Barra da Tijuca;2;1;1;88;2300.0;1300.0;1940.0
Barra da Tijuca;3;2;1;105;2700.0;1520.0;3300.0
Tijuca;3;0;0;87;1800.0;600.0;127.0
Barra da Tijuca;2;1;1;87;2300.0;1280.0;1272.0
Tijuca;2;1;0;140;2500.0;810.0;84.0
Gávea;3;0;0;120;2700.0;880.0;238.0
Tijuca;3;1;0;180;2800.0;1350.0;120.0
Tijuca;3;1;1;94;2300.0;603.0;99.0
Recreio dos Bandeirantes;2;1;1;130;2500.0;700.0;230.0
Tijuca;2;1;0;75;1600.0;580.0;87.0
Botafogo;2;1;0;75;2600.0;870.0;955.6666666666666
Méier;2;1;0;79;1300.0;560.0;35.0
Recreio dos Bandeirantes;2;1;1;89;1950.0;507.0;207.5
Tijuca;2;1;0;72;1500.0;656.0;109.0
Vila Isabel;3;0;0;120;2000.0;200.0;388.0
Tijuca;3;1;1;100;1800.0;868.0;84.0
Botafogo;3;1;1;130;2800.0;1200.0;155.0
Praça Seca;3;1;0;80;800.0;130.0;369.5
Copacabana;2;0;0;100;2650.0;1059.0;850.75
Flamengo;2;0;0;88;2500.0;687.0;750.5
Irajá;3;1;1;197;2500.0;466.0;510.85714285714283
Recreio dos Bandeirantes;3;1;1;80;2000.0;1200.0;471.7142857142857
Barra da Tijuca;4;2;0;115;2900.0;1900.0;354.2857142857143
Recreio dos Bandeirantes;3;1;1;137;2500.0;700.0;1650.0
Santa Teresa;3;0;0;80;2200.0;290.0;20.0
Campo Grande;3;1;1;90;1800.0;650.0;1205.0
Botafogo;2;0;0;90;2000.0;479.0;80.0
Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;164.0
Barra da Tijuca;2;1;1;77;2500.0;700.0;142.5
Tijuca;3;1;1;116;1000.0;814.0;121.0
Flamengo;2;0;0;72;2500.0;635.0;102.0
Copacabana;3;1;1;92;2500.0;1200.0;1915.0
Recreio dos Bandeirantes;2;1;2;100;2900.0;990.0;260.0
Laranjeiras;3;1;0;130;2800.0;1200.0;194.0
Barra da Tijuca;2;2;1;74;2700.0;1320.0;1264.0
Recreio dos Bandeirantes;3;2;1;126;2400.0;616.0;308.0
São Conrado;2;1;1;97;2200.0;1082.0;230.0
Laranjeiras;2;1;1;85;2700.0;830.0;145.0
Recreio dos Bandeirantes;2;1;1;81;1800.0;791.0;139.0
Curicica;3;2;0;72;1400.0;150.0;350.0
Grajaú;2;1;1;100;2090.0;760.0;185.0
Barra da Tijuca;2;0;1;80;2200.0;1200.0;156.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Pechincha;2;1;0;75;1700.0;675.0;468.5
Tijuca;3;1;0;125;2500.0;1100.0;200.0
Laranjeiras;2;0;0;88;2400.0;650.0;105.0
Copacabana;2;1;0;100;2500.0;1222.0;151.0
Rocha;3;0;0;72;1100.0;200.0;14.0
Recreio dos Bandeirantes;3;2;1;197;2800.0;1020.0;400.0
Barra da Tijuca;2;1;1;72;1600.0;971.0;291.5
Barra da Tijuca;2;1;2;78;1700.0;982.0;183.0
Barra da Tijuca;2;1;1;85;1900.0;1335.0;114.0
Freguesia (Jacarepaguá);3;2;1;230;1900.0;900.0;2000.0
Copacabana;2;1;0;75;2900.0;730.0;132.0
Recreio dos Bandeirantes;3;1;1;87;1800.0;800.0;200.0
Barra da Tijuca;2;1;1;90;2600.0;1000.0;242.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;1021.0;155.0
Barra da Tijuca;3;1;1;78;1900.0;1173.0;86.0
Anil;3;2;3;77;1800.0;454.0;379.5
Tijuca;3;0;0;110;1800.0;800.0;196.0
Copacabana;2;1;0;77;2600.0;674.0;157.0
Leme;2;0;0;75;2800.0;918.0;109.0
Maracanã;2;1;1;91;2400.0;800.0;197.0
Vargem Pequena;3;1;0;80;890.0;400.0;13.0
Recreio dos Bandeirantes;2;3;1;120;2000.0;650.0;240.0
Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;2845.714285714286
Tijuca;3;2;1;110;2800.0;1100.0;4148.571428571428
Recreio dos Bandeirantes;2;1;1;91;1500.0;925.0;136.0
Barra da Tijuca;2;1;1;90;2500.0;1034.0;207.0
Flamengo;2;1;1;90;2450.0;1660.0;228.0
Barra da Tijuca;2;1;1;90;1400.0;1240.0;1600.0
Vila Isabel;3;0;0;95;1600.0;360.0;84.0
Botafogo;2;0;0;85;2400.0;744.0;152.0
Botafogo;2;1;1;92;2200.0;1430.0;236.0
Copacabana;3;1;0;100;2000.0;1474.0;202.0
Barra da Tijuca;3;2;1;150;2300.0;1300.0;389.66666666666663
Todos os Santos;2;1;0;76;1300.0;683.0;80.0
Barra da Tijuca;2;1;1;83;1600.0;1350.0;1402.0
Recreio dos Bandeirantes;3;3;2;115;2850.0;1280.0;238.0
Braz de Pina;2;1;0;80;1200.0;300.0;877.0
Barra da Tijuca;2;1;0;80;1600.0;797.0;110.0
Recreio dos Bandeirantes;2;0;0;90;1800.0;640.0;120.0
Tijuca;2;0;1;72;1800.0;535.0;3312.0
Méier;2;1;0;100;1350.0;600.0;114.0
Freguesia (Jacarepaguá);3;2;1;110;1700.0;800.0;407.0
Botafogo;2;0;0;75;1800.0;665.0;90.0
Humaitá;2;0;0;90;2400.0;815.0;308.5
Barra da Tijuca;2;1;1;83;1500.0;1306.0;201.0
Tijuca;3;1;1;110;2400.0;800.0;250.66666666666666
Campo Grande;3;1;1;80;1500.0;865.0;300.3333333333333
Freguesia (Jacarepaguá);3;1;1;75;1200.0;640.0;325.16666666666663
Icaraí;2;1;0;90;1800.0;890.0;209.0
Vila Isabel;2;1;1;84;1600.0;540.0;92.0
Freguesia (Jacarepaguá);3;1;0;113;800.0;1530.0;389.5
Copacabana;3;1;1;90;2300.0;1311.0;150.0
Estácio;2;1;0;80;1600.0;870.0;15.0
Santa Teresa;2;0;1;76;1300.0;280.0;12.0
Copacabana;2;0;0;80;1600.0;2333.0;214.0
Lins de Vasconcelos;2;1;0;78;1200.0;519000.0;135.0
Vila Isabel;2;1;0;83;1600.0;570.0;65.0
Tijuca;2;0;0;73;1400.0;546.0;155.33333333333331
Curicica;3;2;1;161;2600.0;750.0;245.66666666666666
Tijuca;3;0;0;80;1400.0;850.0;486.0
Vila Isabel;2;0;0;72;1300.0;250.0;46.0
Barra da Tijuca;2;1;1;79;1350.0;1300.0;550.0
Barra da Tijuca;3;1;1;101;2700.0;1453.0;700.0
Vila Isabel;3;1;0;90;2600.0;730.0;850.0
Barra da Tijuca;3;1;1;104;2600.0;1635.0;200.0
Recreio dos Bandeirantes;3;1;1;79;2500.0;550.0;107.0
Laranjeiras;2;0;0;83;2700.0;505.0;135.0
Recreio dos Bandeirantes;3;2;1;89;1700.0;980.0;140.0
Botafogo;2;1;1;102;2600.0;820.0;251.0
Recreio dos Bandeirantes;3;1;1;135;1500.0;784.0;232.0
Recreio dos Bandeirantes;2;1;1;84;1800.0;473.0;170.0
Grajaú;2;0;0;105;1250.0;350.0;84.0
Recreio dos Bandeirantes;2;1;1;87;1700.0;650.0;235.5
Jardim Guanabara;3;2;3;136;2600.0;400.0;562.5
Tijuca;2;0;0;81;1600.0;475.0;85.0
Jardim Guanabara;3;1;1;100;1700.0;700.0;950.0
Tijuca;3;0;0;125;1200.0;908.0;147.0
Freguesia (Jacarepaguá);3;2;1;127;2300.0;1010.0;474.4000000000001
Tijuca;2;0;0;74;1500.0;780.0;77.0
Copacabana;2;1;0;75;2300.0;800.0;78.0
Laranjeiras;2;1;1;73;2100.0;939.0;1465.0
Laranjeiras;2;1;1;86;2600.0;820.0;291.5
Freguesia (Jacarepaguá);3;1;1;73;1500.0;572.0;83.0
Méier;4;2;2;166;2800.0;1190.0;231.0
Laranjeiras;3;0;0;87;2800.0;900.0;151.0
Barra da Tijuca;2;1;2;80;2200.0;950.0;120.0
Vila da Penha;2;0;0;80;900.0;332.0;329.0
Tijuca;3;1;0;129;1700.0;850.0;116.0
Santa Teresa;2;0;0;106;2500.0;2025.0;35.0
Copacabana;2;0;0;83;2700.0;670.0;106.0
Copacabana;2;0;0;90;2300.0;920.0;120.0
Barra da Tijuca;2;1;1;74;2400.0;1200.0;3250.0
Tijuca;3;1;1;91;1900.0;916.0;2465.0
Recreio dos Bandeirantes;2;2;1;80;1000.0;950.0;100.0
Barra da Tijuca;2;1;1;73;1100.0;1239.0;149.0
Quintino Bocaiúva;2;0;0;75;900.0;172.0;840.5
Praça da Bandeira;2;1;0;80;2300.0;700.0;800.0
Copacabana;2;1;1;77;2500.0;524.0;117.0
Tijuca;3;2;1;149;2800.0;1125.0;206.0
Jacarepaguá;3;1;1;78;2200.0;800.0;105.0
Freguesia (Jacarepaguá);3;1;1;85;1000.0;774.0;76.66666666666667
Vila Isabel;2;1;0;80;1300.0;423.0;48.0
Barra da Tijuca;2;1;1;87;2500.0;960.0;398.0
Tijuca;2;1;1;99;1700.0;1500.0;140.0
Tijuca;3;1;0;100;2500.0;885.0;170.0
Tijuca;2;1;0;90;1200.0;1014.0;133.0
Tijuca;2;0;0;80;1300.0;860.0;90.0
Grajaú;2;1;0;90;1400.0;727.0;20.0
Jacarepaguá;3;1;1;85;1491.0;650.0;900.0
Recreio dos Bandeirantes;2;3;1;100;1800.0;514.0;180.0
Recreio dos Bandeirantes;2;1;1;95;1600.0;487.0;160.0
Engenho Novo;2;1;0;90;850.0;535.0;60.0
Barra da Tijuca;2;1;1;80;2800.0;880.0;150.0
Campinho;3;1;2;170;1500.0;1168.0;2410.0
Maracanã;3;2;1;140;2800.0;1125.0;207.0
Barra da Tijuca;2;1;1;80;2000.0;1200.0;150.0
Barra da Tijuca;2;1;1;85;2500.0;1300.0;200.0
Recreio dos Bandeirantes;3;1;1;86;1700.0;554.0;176.0
Tijuca;3;1;0;99;2000.0;690.0;323.5
Tijuca;3;2;1;84;2350.0;950.0;1186.0
Recreio dos Bandeirantes;3;2;3;90;1800.0;650.0;663.5
Laranjeiras;2;1;1;90;2700.0;1142.0;141.0
Ramos;2;1;0;75;1000.0;495.0;105.19999999999999
Barra da Tijuca;3;2;1;86;2600.0;500.0;58.599999999999994
Tijuca;2;0;0;74;1800.0;600.0;100.0
Flamengo;3;1;1;120;2800.0;850.0;175.0
Recreio dos Bandeirantes;3;2;1;131;2400.0;872.0;310.0
Recreio dos Bandeirantes;3;2;1;177;2700.0;999.0;369.0
Tijuca;4;1;1;150;2400.0;720.0;20.0
Praça Seca;3;1;0;114;1200.0;659.0;262.0
Botafogo;3;1;0;97;2300.0;913.0;184.0
Barra da Tijuca;2;1;1;75;1700.0;600.0;75.0
Recreio dos Bandeirantes;3;2;1;165;2800.0;620.0;323.0
Grajaú;2;1;1;85;1900.0;550.0;156.0
Recreio dos Bandeirantes;2;1;1;80;1300.0;783.0;130.0
Barra da Tijuca;2;1;1;100;2200.0;1291.0;350.0
Recreio dos Bandeirantes;2;1;1;90;1700.0;740.0;425.0
Méier;2;1;1;99;1600.0;835.0;157.0
Leblon;3;1;0;82;2900.0;1100.0;496.0
Barra da Tijuca;2;1;1;78;2500.0;1240.0;390.6666666666667
Andaraí;3;0;0;104;1600.0;680.0;136.0
Recreio dos Bandeirantes;3;3;2;110;2200.0;653.0;273.0
Copacabana;2;0;0;72;2400.0;850.0;25.0
Cachambi;2;0;0;80;1100.0;440.0;13.0
Jardim Guanabara;3;3;1;148;2500.0;776.0;420.0
Tijuca;2;1;1;74;1750.0;700.0;51.0
Tijuca;3;1;1;100;2200.0;600.0;70.0
Piedade;3;1;1;90;1200.0;1050.0;124.0
Copacabana;2;0;0;73;2500.0;700.0;154.0
Laranjeiras;3;0;0;107;2800.0;970.0;188.0
Tijuca;3;1;1;108;2500.0;1336.0;89.66666666666667
Humaitá;3;0;0;82;2200.0;386.0;141.0
Recreio dos Bandeirantes;3;2;2;98;2100.0;700.0;70.0
Tijuca;2;1;1;85;1500.0;1160.0;88.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;750.0;80.0
Pechincha;2;1;1;86;1300.0;592.0;95.0
Leme;2;0;0;75;2800.0;918.0;48.333333333333336
Barra da Tijuca;2;1;1;90;2200.0;1080.0;199.0
Tijuca;2;1;1;85;1600.0;800.0;771.0
Recreio dos Bandeirantes;3;2;3;180;2500.0;1050.0;718.0
Barra da Tijuca;3;2;1;100;2500.0;1485.0;257.0
Barra da Tijuca;3;2;3;114;1600.0;1337.0;1006.6666666666666
Freguesia (Jacarepaguá);3;0;1;110;1800.0;770.0;150.0
Freguesia (Jacarepaguá);3;1;1;98;2200.0;632.0;125.0
Tijuca;3;1;1;130;1600.0;720.0;128.0
Recreio dos Bandeirantes;3;1;1;85;1600.0;704.0;146.0
Vila Isabel;2;0;1;90;900.0;200.0;45.0
Copacabana;2;0;0;79;2700.0;770.0;25.0
Gávea;3;0;1;120;2700.0;880.0;238.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Bancários;3;1;1;100;1600.0;250.0;80.0
Barra da Tijuca;2;1;1;78;1800.0;1300.0;110.0
Freguesia (Jacarepaguá);2;1;1;105;1300.0;890.0;160.0
Copacabana;3;1;0;100;2800.0;1100.0;150.0
Lins de Vasconcelos;3;1;0;82;1000.0;580.0;255.5
Humaitá;3;0;0;88;2100.0;900.0;120.0
Recreio dos Bandeirantes;3;2;1;104;2000.0;940.0;210.0
Freguesia (Jacarepaguá);3;2;1;83;2200.0;620.0;142.0
Copacabana;3;0;0;100;2400.0;1250.0;157.0
Méier;3;1;1;120;2000.0;796.0;172.0
Copacabana;3;1;0;92;2380.0;1100.0;264.0
Méier;3;1;0;78;1000.0;650.0;700.0
Engenho Novo;2;0;0;78;1300.0;3875.0;16.0
Freguesia (Jacarepaguá);3;1;1;160;2500.0;1120.0;1890.0
Botafogo;2;1;0;75;2100.0;500.0;126.0
Irajá;3;1;0;125;1410.0;275.0;1635.0
Flamengo;3;1;0;82;2800.0;580.0;128.5
Barra da Tijuca;2;1;1;85;2100.0;1200.0;168.0
Freguesia (Jacarepaguá);2;1;0;77;1200.0;480.0;74.0
Jardim Guanabara;2;1;0;87;1150.0;570.0;148.33333333333334
Laranjeiras;2;0;0;73;2000.0;650.0;125.0
Barra da Tijuca;3;1;1;93;2800.0;1431.0;272.0
Campo Grande;3;1;0;90;2000.0;755.0;860.75
Recreio dos Bandeirantes;2;0;1;80;2200.0;780.0;200.0
Recreio dos Bandeirantes;3;1;1;87;2300.0;750.0;138.0
Barra da Tijuca;2;1;1;94;2500.0;1300.0;3100.0
Barra da Tijuca;2;2;2;131;1800.0;1605.0;393.0
Tanque;3;1;1;78;1500.0;688.0;4515.666666666666
Bonsucesso;2;1;0;90;1300.0;3639.0;5851.5
Recreio dos Bandeirantes;2;1;1;86;2100.0;850.0;160.0
Barra da Tijuca;2;1;1;88;2200.0;1413.0;230.0
Recreio dos Bandeirantes;2;1;1;77;1600.0;770.0;108.0
Cachambi;2;0;0;74;900.0;295.0;13.0
São Conrado;2;1;2;83;2700.0;739.0;669.5714285714286
Freguesia (Jacarepaguá);2;2;1;85;1500.0;675.0;373.28571428571433
Freguesia (Jacarepaguá);3;1;1;90;1700.0;759.0;106.0
Pechincha;3;1;1;107;1600.0;900.0;164.0
Tijuca;2;1;0;90;1700.0;746.0;100.0
Freguesia (Jacarepaguá);2;1;0;79;1600.0;735.0;74.0
Tijuca;2;1;0;72;1700.0;448.0;210.33333333333331
Freguesia (Jacarepaguá);3;1;1;86;1800.0;585.0;142.0
Freguesia (Jacarepaguá);2;0;0;75;1200.0;663.0;1376.3333333333335
Recreio dos Bandeirantes;3;3;1;317;2500.0;1349.0;752.6666666666667
Santa Teresa;3;1;0;77;1750.0;542.0;34.0
Copacabana;2;0;0;90;2100.0;800.0;97.0
Botafogo;2;0;0;80;2500.0;1100.0;108.5
Tijuca;2;1;1;85;1300.0;636.0;88.0
Vila Isabel;2;1;0;85;1800.0;456.0;101.0
Recreio dos Bandeirantes;3;1;1;100;2000.0;904.0;263.0
Barra da Tijuca;2;1;2;80;2800.0;1130.0;1603.5
Bonsucesso;2;0;0;75;800.0;409.0;1505.5
Catete;2;0;0;80;2200.0;450.0;70.0
Vila Isabel;2;0;0;81;1200.0;490.0;48.0
Moneró;2;1;0;80;2000.0;150.0;92.0
Copacabana;3;1;0;140;2500.0;1550.0;288.0
Olaria;2;0;0;80;800.0;275.0;150.5
Méier;2;1;0;72;1100.0;300.0;135.5
Grajaú;2;1;1;76;1300.0;803.0;81.0
Flamengo;2;1;0;110;2400.0;1224.0;195.0
Vila Isabel;2;1;0;77;1250.0;480.0;63.0
Cachambi;2;1;0;77;1250.0;511.0;13.0
Laranjeiras;2;0;1;79;2600.0;498.0;175.33333333333334
Copacabana;2;1;1;76;2500.0;765.0;130.0
Barra da Tijuca;2;0;0;101;2800.0;1523.0;344.0
Tijuca;2;1;0;73;1600.0;680.0;404.5
Cosme Velho;2;1;0;96;2600.0;850.0;186.0
Freguesia (Jacarepaguá);3;2;1;108;1800.0;880.0;1447.0
Cosme Velho;2;5;0;150;2700.0;200.0;200.0
Tijuca;4;2;1;188;2000.0;2000.0;380.0
Maria da Graça;3;0;0;98;1100.0;1114.0;2225.0
Barra da Tijuca;3;1;1;90;2500.0;1100.0;230.0
Higienópolis;2;0;0;80;1050.0;595.0;112.5
Barra da Tijuca;3;2;1;85;1900.0;1150.0;583.0
Copacabana;2;0;0;120;2900.0;1400.0;250.0
Botafogo;2;1;0;80;2600.0;660.0;95.0
Jacaré;2;0;0;120;1100.0;450.0;120.0
Recreio dos Bandeirantes;3;2;1;90;2100.0;620.0;170.0
Centro;2;0;0;77;1650.0;230.0;182.5
Recreio dos Bandeirantes;2;2;1;89;2500.0;1586.0;120.0
Taquara;2;1;1;91;1200.0;350.0;93.0
Botafogo;2;1;1;100;2700.0;1050.0;233.0
Leme;2;0;0;75;2500.0;878.0;880.0
Barra da Tijuca;2;1;1;94;2500.0;1450.0;2000.0
Vila Isabel;3;0;0;95;1500.0;400.0;50.0
Copacabana;2;1;0;80;2500.0;1300.0;88.0
Barra da Tijuca;2;2;1;107;2500.0;3000.0;600.0
Tijuca;3;1;0;100;2300.0;750.0;931.0
São Conrado;2;1;1;85;2200.0;1150.0;1204.0
Recreio dos Bandeirantes;3;3;1;80;1500.0;650.0;136.0
Recreio dos Bandeirantes;3;3;1;220;2500.0;1100.0;550.0
Recreio dos Bandeirantes;2;1;1;90;1600.0;650.0;120.0
Barra da Tijuca;2;1;1;84;2200.0;1327.0;172.0
Maracanã;3;1;2;109;2000.0;725.0;198.0
Recreio dos Bandeirantes;2;1;1;130;2000.0;679.0;107.33333333333333
Méier;3;1;0;82;1000.0;628.0;61.0
Recreio dos Bandeirantes;2;1;1;76;1500.0;497.0;109.0
Humaitá;3;0;1;100;2800.0;1560.0;105.0
Recreio dos Bandeirantes;3;1;1;90;2000.0;649.0;245.0
Recreio dos Bandeirantes;2;1;1;75;1800.0;672.0;20.0
Estácio;2;1;0;71;1400.0;640.0;63.0
Santa Teresa;3;0;1;115;1550.0;300.0;57.0
Rio Comprido;2;1;0;82;1700.0;515.0;149.0
Vila Valqueire;3;1;1;107;1500.0;566.0;95.0
Flamengo;2;0;0;74;2100.0;649.0;136.0
Copacabana;2;1;0;105;2000.0;1294.0;228.0
Freguesia (Jacarepaguá);2;1;1;92;1400.0;900.0;231.0
Botafogo;2;1;0;103;2600.0;950.0;233.0
Laranjeiras;2;0;0;88;2400.0;650.0;105.0
Tijuca;3;1;1;108;1400.0;684.0;93.0
Laranjeiras;3;0;0;90;2300.0;700.0;129.0
Barra da Tijuca;3;2;1;101;2700.0;1438.0;120.0
Praça Seca;2;1;0;86;800.0;726.0;68.0
Flamengo;2;0;0;79;2400.0;632.0;113.0
Recreio dos Bandeirantes;2;1;1;92;2100.0;560.0;210.0
Copacabana;2;0;0;85;2300.0;662.0;114.0
Barra da Tijuca;2;1;1;88;2300.0;1263.0;218.0
Vila Isabel;2;2;1;114;2800.0;800.0;184.0
Copacabana;2;0;0;105;2800.0;680.0;160.0
Tijuca;3;0;1;120;2000.0;420.0;120.0
Copacabana;2;0;0;79;2200.0;663.0;233.0
Botafogo;2;0;0;83;2499.0;550.0;132.0
Barra da Tijuca;3;2;1;86;2700.0;580.0;416.5
Méier;2;1;0;100;1400.0;250.0;100.0
