Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Copacabana;3;0;0;100;2700.0;925.0;152.0
Flamengo;2;1;1;84;2400.0;1030.0;174.0
Freguesia (Jacarepaguá);3;1;1;97;2300.0;950.0;264.0
Tijuca;3;1;1;117;1900.0;816.0;40.5
Tijuca;2;0;0;78;1400.0;830.0;67.0
Tijuca;3;0;0;83;1390.0;650.0;80.0
Engenho de Dentro;3;0;0;81;1200.0;270.0;100.0
Recreio dos Bandeirantes;3;0;1;146;2000.0;904.0;1871.0
Jardim Guanabara;3;1;0;78;2000.0;350.0;83.0
Copacabana;3;0;0;106;2200.0;888.0;160.0
Barra da Tijuca;2;1;1;81;1900.0;1250.0;70.0
Freguesia (Jacarepaguá);3;2;2;160;1800.0;1574.0;198.0
Laranjeiras;2;1;0;90;2650.0;600.0;101.0
Copacabana;3;0;0;120;2700.0;767.0;170.0
Recreio dos Bandeirantes;3;2;3;88;1900.0;600.0;1100.0
Grajaú;2;1;0;80;1200.0;670.0;50.0
Barra da Tijuca;2;1;1;80;2250.0;1091.0;205.0
Flamengo;2;1;0;75;2500.0;1067.0;125.0
Leblon;2;1;1;105;2700.0;1900.0;400.0
Barra da Tijuca;2;1;1;100;2300.0;1678.0;2500.0
Recreio dos Bandeirantes;2;1;1;75;1550.0;750.0;156.5
Recreio dos Bandeirantes;3;2;1;90;1790.0;590.0;990.0
Catete;2;1;0;81;2300.0;530.0;132.0
Tijuca;2;1;0;79;1600.0;700.0;81.0
Copacabana;3;0;0;110;2900.0;1400.0;100.0
Engenho de Dentro;3;1;1;182;1800.0;1407.0;180.0
Penha Circular;2;0;0;71;1100.0;321.0;590.0
Recreio dos Bandeirantes;3;3;1;105;2500.0;937.0;231.0
Tijuca;2;1;1;98;2800.0;900.0;110.0
Copacabana;3;0;1;110;2800.0;500.0;113.0
Recreio dos Bandeirantes;2;2;1;83;2700.0;1192.0;157.0
Freguesia (Jacarepaguá);2;1;1;76;2000.0;700.0;122.0
Bonsucesso;2;0;0;75;750.0;365.0;37.0
Madureira;3;1;0;96;1400.0;550.0;50.0
Méier;3;2;1;110;1800.0;1180.0;190.0
Flamengo;2;1;1;100;2500.0;970.0;153.0
Laranjeiras;3;1;0;120;2800.0;1100.0;72.0
Méier;3;1;0;113;1900.0;559.0;152.0
Recreio dos Bandeirantes;2;1;1;76;2000.0;817.0;230.5
Vila Isabel;2;1;0;72;1500.0;780.0;76.0
Recreio dos Bandeirantes;3;2;1;112;2200.0;860.0;280.0
Penha;2;0;0;80;700.0;360.0;150.0
Recreio dos Bandeirantes;3;1;1;84;2500.0;700.0;20.0
Barra da Tijuca;2;1;1;76;2100.0;1400.0;90.0
Tijuca;2;1;1;78;2199.0;587.0;81.5
Laranjeiras;3;1;0;96;2700.0;805.0;381.5
Laranjeiras;2;1;0;81;2100.0;1229.0;488.57142857142856
Tijuca;2;1;1;74;1500.0;880.0;314.28571428571433
Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0
Tijuca;2;1;1;75;1800.0;700.0;423.3333333333333
Barra da Tijuca;2;1;1;80;2600.0;1385.0;187.0
Botafogo;2;1;1;86;2900.0;950.0;1094.0
Barra da Tijuca;2;1;1;100;2400.0;927.0;185.0
Riachuelo;2;0;0;80;1000.0;485.0;147.5
Copacabana;3;0;0;110;2700.0;1000.0;25.0
Barra da Tijuca;3;2;1;100;2500.0;1520.0;350.0
Tijuca;3;0;0;92;2000.0;831.0;36.0
Campo Grande;3;1;0;77;1300.0;430.0;36.0
Copacabana;2;0;0;80;2800.0;459.0;177.0
Tijuca;3;0;1;126;2800.0;800.0;196.0
Botafogo;2;1;0;74;2900.0;950.0;140.0
Jacarepaguá;2;1;1;72;1500.0;762.0;20.0
Copacabana;2;0;0;75;2900.0;850.0;150.0
Praça da Bandeira;3;0;0;120;1700.0;739.0;3122.5
Tijuca;2;1;1;119;2500.0;1200.0;184.0
Barra da Tijuca;3;2;1;112;2950.0;1433.0;333.0
Recreio dos Bandeirantes;2;1;1;74;2100.0;543.0;157.0
Maracanã;2;1;1;75;2200.0;820.0;98.0
Tanque;3;1;1;75;1400.0;650.0;88.33333333333334
Tijuca;2;1;1;116;2600.0;850.0;121.66666666666667
Recreio dos Bandeirantes;2;0;1;86;1500.0;468.0;155.0
Tijuca;3;1;0;129;1600.0;850.0;116.0
Recreio dos Bandeirantes;2;2;1;88;2000.0;706.0;168.0
Taquara;4;3;1;190;1200.0;1301.5;190.5
Vila da Penha;2;1;0;72;1300.0;700.0;100.0
Tijuca;2;0;0;80;1200.0;580.0;292.5
Tijuca;3;2;1;92;1900.0;900.0;393.0
Recreio dos Bandeirantes;2;1;1;79;1800.0;610.0;150.0
Barra da Tijuca;2;0;1;85;2500.0;2000.0;299.0
Barra da Tijuca;3;2;2;100;2800.0;1400.0;210.0
Recreio dos Bandeirantes;3;2;1;90;1790.0;790.0;320.0
Barra da Tijuca;2;1;1;84;2200.0;1736.0;260.0
Flamengo;3;0;0;100;2200.0;720.0;193.0
Copacabana;2;0;0;82;2850.0;650.0;150.0
Barra da Tijuca;3;1;1;90;1800.0;930.0;234.0
Recreio dos Bandeirantes;2;0;1;91;1900.0;1102.0;150.0
Jacarepaguá;3;1;1;85;2200.0;600.0;60.0
Barra da Tijuca;2;1;0;80;2300.0;980.0;172.0
Botafogo;3;0;0;85;2500.0;304.0;10488.0
Vila Isabel;2;2;0;145;2500.0;1335.0;199.0
Irajá;3;0;0;73;900.0;270.0;1233.3333333333335
Tijuca;2;1;0;160;2500.0;1150.0;666.6666666666667
Grajaú;2;1;1;75;1400.0;700.0;132.0
Copacabana;2;1;1;81;2300.0;1083.0;485.0
Recreio dos Bandeirantes;2;2;1;99;1750.0;900.0;170.0
Barra da Tijuca;2;1;1;84;2500.0;1700.0;266.0
Olaria;2;1;0;100;1100.0;200.0;384.0
Tijuca;3;2;1;110;1900.0;1027.0;568.0
Recreio dos Bandeirantes;3;1;3;91;2100.0;473.0;571.0
Leme;2;0;0;75;2700.0;878.0;286.0
Barra da Tijuca;3;1;1;90;2500.0;1300.0;98.0
Recreio dos Bandeirantes;3;2;1;85;1600.0;900.0;159.0
Barra da Tijuca;3;2;1;86;2500.0;1100.0;269.0
Jardim Carioca;3;2;1;110;2300.0;616.0;150.0
Pechincha;3;2;2;152;1900.0;1151.0;1992.0
Freguesia (Jacarepaguá);3;2;3;116;1700.0;1120.0;212.0
São Conrado;2;1;1;75;2200.0;1200.0;220.0
Tijuca;2;1;0;75;1500.0;638.0;228.5
Pechincha;2;1;0;96;1500.0;500.0;814.0
Taquara;3;1;1;71;1600.0;500.0;6065.0
Tijuca;3;2;1;85;1800.0;757.0;65.0
Recreio dos Bandeirantes;3;2;1;105;2300.0;842.0;163.0
Flamengo;2;1;1;88;2800.0;700.0;44.5
Barra da Tijuca;3;2;1;120;2900.0;1280.0;390.0
Recreio dos Bandeirantes;3;0;1;102;2500.0;895.0;180.0
Maracanã;2;1;1;83;2800.0;730.0;108.0
Copacabana;2;0;0;72;2100.0;1250.0;140.0
Méier;3;1;2;89;1100.0;740.0;109.0
Vila Isabel;2;0;0;77;1400.0;650.0;400.0
Barra da Tijuca;2;1;1;85;1800.0;1297.0;107.0
Flamengo;2;1;1;99;2750.0;1400.0;150.0
Campo Grande;2;0;0;74;800.0;1297.0;282.5
Catete;2;1;1;75;2300.0;725.0;115.0
Recreio dos Bandeirantes;2;1;1;80;1800.0;890.0;129.0
Flamengo;2;0;0;75;2000.0;600.0;80.0
Pechincha;3;1;1;75;1500.0;590.0;260.0
Copacabana;2;0;0;80;2700.0;620.0;150.0
Vila Isabel;2;0;0;74;1450.0;240.0;22.0
Copacabana;3;1;1;95;2200.0;1330.0;169.0
Lins de Vasconcelos;2;1;0;110;1350.0;355.0;67.0
Laranjeiras;2;1;1;76;2700.0;985.0;93.33333333333333
Maracanã;2;1;1;106;1900.0;621.0;146.0
Barra da Tijuca;2;1;1;72;1400.0;700.0;57.0
Todos os Santos;2;0;0;101;1350.0;650.0;106.0
Jardim Botânico;2;2;1;74;2950.0;1423.0;252.0
Recreio dos Bandeirantes;3;1;1;75;1500.0;890.0;139.0
Tijuca;2;1;0;71;2100.0;700.0;24.0
Engenho Novo;2;1;1;90;1500.0;759.0;1100.0
Grajaú;3;0;0;88;1400.0;750.0;82.0
Jacarepaguá;2;1;0;75;1400.0;720.0;620.0
Barra da Tijuca;3;2;1;90;2700.0;1500.0;330.0
Gávea;2;1;0;86;2990.0;518.0;241.0
Recreio dos Bandeirantes;2;2;2;99;1700.0;890.0;445.5
Jacarepaguá;3;1;1;94;1600.0;680.0;128.0
Recreio dos Bandeirantes;2;2;1;150;2100.0;809.0;298.0
Recreio dos Bandeirantes;2;2;1;79;2800.0;845.0;413.5
Jardim Guanabara;3;4;0;100;2300.0;507.0;114.0
Recreio dos Bandeirantes;2;1;1;75;2200.0;670.0;20.0
Andaraí;2;1;1;80;1350.0;700.0;106.0
Tijuca;3;0;1;88;2100.0;880.0;1109.0
Recreio dos Bandeirantes;2;1;1;72;2000.0;890.0;160.0
Freguesia (Jacarepaguá);2;1;1;98;1800.0;646.0;800.0
Barra da Tijuca;3;2;2;85;2800.0;953.0;187.0
Botafogo;3;0;1;80;2400.0;650.0;114.0
Vila Isabel;3;1;0;77;1500.0;669.0;77.0
Catete;2;0;0;71;2200.0;750.0;109.0
Recreio dos Bandeirantes;3;2;1;140;2900.0;905.0;258.0
Leme;2;0;0;75;2600.0;760.0;137.0
Barra da Tijuca;3;2;3;112;1400.0;1400.0;900.0
Ilha do Governador;3;1;1;90;1800.0;790.0;104.0
Laranjeiras;3;1;0;90;2200.0;640.0;118.0
Freguesia (Jacarepaguá);3;1;1;75;1400.0;695.0;81.0
Cachambi;3;1;1;75;1300.0;697.0;153.5
Tijuca;2;0;0;80;1800.0;300.0;95.0
Recreio dos Bandeirantes;3;1;1;80;2000.0;1002.5;137.0
Jardim Guanabara;2;0;0;87;1150.0;570.0;146.5
Curicica;3;2;1;75;1900.0;813.0;83.0
Recreio dos Bandeirantes;4;2;2;170;2800.0;1540.0;250.0
Recreio dos Bandeirantes;2;1;1;85;2100.0;1050.0;130.0
Tijuca;2;0;0;72;2500.0;550.0;90.0
Vila Isabel;4;2;1;78;2600.0;700.0;225.0
Flamengo;3;1;1;101;2900.0;846.0;245.0
Jacarepaguá;3;1;0;80;900.0;228.0;13.0
Tijuca;3;1;1;110;2500.0;800.0;960.0
Recreio dos Bandeirantes;2;2;0;180;1800.0;741.0;410.0
Recreio dos Bandeirantes;3;2;1;108;1600.0;770.0;271.0
Barra da Tijuca;2;2;1;174;2300.0;1600.0;450.0
Ramos;2;0;0;75;800.0;880.0;216.0
Todos os Santos;3;1;1;78;1450.0;600.0;73.0
Tijuca;3;2;1;99;1800.0;1100.0;158.0
Recreio dos Bandeirantes;3;2;1;106;2500.0;780.0;248.0
Recreio dos Bandeirantes;3;3;1;213;2700.0;983.0;4345.0
Recreio dos Bandeirantes;3;1;1;88;1700.0;600.0;164.0
Copacabana;2;0;0;75;2800.0;550.0;70.0
Recreio dos Bandeirantes;2;1;1;75;2100.0;737.0;130.0
Barra da Tijuca;2;1;1;90;2750.0;1300.0;154.0
Barra da Tijuca;3;2;1;122;2600.0;1700.0;294.0
Laranjeiras;3;1;0;124;2900.0;1185.0;4093.5
Recreio dos Bandeirantes;3;2;2;141;2700.0;810.0;150.0
Flamengo;2;1;0;76;2400.0;600.0;43.5
Tijuca;3;1;1;129;1580.0;930.0;116.0
Barra da Tijuca;2;1;1;78;1200.0;1099.0;149.0
Copacabana;2;1;0;75;2590.0;800.0;97.0
Recreio dos Bandeirantes;3;2;1;85;1650.0;1200.0;174.0
Tijuca;3;0;0;72;1600.0;489.0;24.0
Pechincha;3;1;1;80;1000.0;965.0;89.0
Freguesia (Jacarepaguá);3;1;1;93;2200.0;516.0;175.0
Recreio dos Bandeirantes;3;2;1;115;2400.0;1040.0;200.0
Copacabana;3;0;0;99;2300.0;650.0;71.0
Grajaú;2;1;1;79;1900.0;506.0;1718.5
Jardim Guanabara;2;1;0;80;2000.0;600.0;612.3333333333334
Catete;2;0;1;75;2100.0;725.0;668.0
Barra da Tijuca;2;2;1;78;2800.0;1300.0;1400.0
Grajaú;2;1;0;93;1500.0;700.0;713.0
Tijuca;2;0;0;76;1450.0;330.0;20.0
Andaraí;2;1;0;92;1700.0;700.0;76.66666666666667
Recreio dos Bandeirantes;2;1;1;86;2200.0;695.0;143.0
Grajaú;2;1;1;115;1800.0;602.0;276.0
Anil;2;1;1;121;2600.0;485.0;296.5
Freguesia (Jacarepaguá);3;1;1;90;2500.0;740.0;124.0
Barra da Tijuca;2;1;1;77;2000.0;858.0;140.0
Península;3;1;1;80;2900.0;1300.0;114.0
Recreio dos Bandeirantes;2;1;1;100;2500.0;520.0;349.0
Barra da Tijuca;3;1;1;131;2800.0;1400.0;4015.0
Recreio dos Bandeirantes;3;1;1;162;2000.0;500.0;303.0
Rio Comprido;3;1;0;90;2300.0;778.0;65.0
Méier;3;1;1;120;2000.0;796.0;172.0
Barra da Tijuca;2;1;1;78;1500.0;1149.0;157.0
Barra da Tijuca;2;1;1;76;2800.0;1000.0;209.0
Barra da Tijuca;2;1;1;90;2000.0;1600.0;200.0
Recreio dos Bandeirantes;2;2;1;100;2300.0;500.0;241.0
Glória;2;0;0;77;2000.0;762.0;90.0
Tanque;2;1;0;77;1400.0;480.0;127.0
Freguesia (Jacarepaguá);2;1;1;74;1800.0;692.0;967.0
Copacabana;3;0;0;116;2100.0;1180.0;236.0
Recreio dos Bandeirantes;3;3;1;97;2200.0;650.0;2435.0
Barra da Tijuca;2;1;1;80;2800.0;1296.0;2090.0
Penha;3;0;0;100;1200.0;400.0;1745.0
Barra da Tijuca;2;1;1;90;2490.0;1167.5;3381.333333333333
Andaraí;2;1;0;75;1500.0;570.0;324.3333333333333
Recreio dos Bandeirantes;3;2;1;96;2500.0;1200.0;628.6666666666666
Barra da Tijuca;3;2;2;115;2800.0;1600.0;257.0
Barra da Tijuca;3;2;1;180;2500.0;2700.0;461.0
Recreio dos Bandeirantes;3;2;1;110;2500.0;1114.0;192.0
Recreio dos Bandeirantes;3;2;1;108;2900.0;543.0;176.0
Méier;2;1;1;92;1400.0;880.0;410.66666666666663
Tijuca;3;1;1;78;2300.0;587.0;48.66666666666667
Barra da Tijuca;3;2;3;120;2900.0;1290.0;100.0
Botafogo;3;0;1;128;2800.0;1064.0;905.5
São Conrado;2;1;1;90;2200.0;1142.0;1711.0
Copacabana;2;1;0;78;2500.0;845.0;136.0
Jacarepaguá;3;1;1;80;1650.0;599.0;160.0
Tijuca;2;1;1;71;2400.0;860.0;117.0
Méier;2;1;0;80;900.0;550.0;59.0
Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0
Pechincha;2;1;1;96;1300.0;456.0;209.0
Recreio dos Bandeirantes;3;1;1;87;2000.0;1226.0;220.0
Laranjeiras;3;1;0;97;2400.0;1100.0;213.33333333333334
Barra da Tijuca;2;1;1;72;1600.0;643.0;60.0
Barra da Tijuca;2;1;1;90;2600.0;800.0;225.0
Recreio dos Bandeirantes;3;2;1;104;2509.0;740.0;1503.5
Vila da Penha;2;1;0;75;1100.0;403.0;1881.75
Penha;2;1;0;100;1200.0;250.0;352.5
Copacabana;2;0;0;80;2200.0;1050.0;175.0
Recreio dos Bandeirantes;2;2;1;190;1995.0;1000.0;300.0
Copacabana;3;0;1;95;2700.0;1180.0;998.5
Copacabana;3;0;0;122;2700.0;881.0;1036.75
Barra da Tijuca;2;1;2;77;1400.0;1250.0;715.0
Recreio dos Bandeirantes;3;2;1;160;2300.0;1000.0;520.5
Ilha do Governador;2;0;1;90;1650.0;30.0;850.0
Cordovil;2;1;0;88;1000.0;545.0;389.0
Cosme Velho;2;0;0;71;2700.0;325.0;147.0
Campo Grande;3;1;0;80;900.0;350.0;10.0
Campo Grande;3;2;0;130;2000.0;860.0;3735.0
Recreio dos Bandeirantes;3;1;1;98;1950.0;900.0;150.0
Recreio dos Bandeirantes;3;2;1;90;1900.0;1200.0;170.0
Barra da Tijuca;2;1;0;100;2500.0;1296.0;297.0
Vaz Lobo;2;0;0;80;1100.0;100.0;1350.0
Praça da Bandeira;2;0;0;71;1300.0;572.0;50.0
Rio Comprido;2;1;0;88;1100.0;693.0;32.0
Grajaú;3;0;0;71;1600.0;557.0;405.3333333333333
Barra da Tijuca;2;0;1;98;2500.0;1647.0;257.0
Jacarepaguá;3;1;1;82;1800.0;858.0;152.0
Recreio dos Bandeirantes;3;1;1;84;2000.0;1127.0;234.0
Recreio dos Bandeirantes;2;2;1;80;2000.0;326.0;133.0
Glória;2;1;0;80;2400.0;780.0;85.0
Bangu;2;1;0;78;900.0;420.0;290.0
Barra da Tijuca;4;2;1;131;2800.0;1550.0;230.0
Recreio dos Bandeirantes;3;2;0;120;1500.0;900.0;273.0
Barra da Tijuca;2;1;0;75;1150.0;1160.0;145.33333333333334
Recreio dos Bandeirantes;3;2;1;86;1900.0;740.0;150.0
Andaraí;2;1;0;74;900.0;650.0;132.0
Barra da Tijuca;3;1;1;75;2000.0;700.0;114.0
Jacarepaguá;3;1;1;75;2000.0;770.0;78.0
Recreio dos Bandeirantes;3;1;1;110;2350.0;750.0;130.0
Recreio dos Bandeirantes;3;2;1;96;2300.0;450.0;330.0
Laranjeiras;3;0;0;110;2600.0;814.0;110.0
Vila Isabel;3;1;1;147;1800.0;797.0;302.0
Recreio dos Bandeirantes;3;1;2;84;1600.0;1100.0;38.666666666666664
Tijuca;2;0;0;80;1700.0;780.0;22.0
Freguesia (Ilha do Governador);2;2;1;110;2000.0;600.0;152.0
Copacabana;2;2;1;98;2800.0;1131.0;309.0
Recreio dos Bandeirantes;3;2;1;108;1700.0;525.0;204.5
Recreio dos Bandeirantes;2;1;1;72;1700.0;650.0;100.0
Laranjeiras;3;0;0;95;2600.0;829.0;58.5
Recreio dos Bandeirantes;2;1;1;75;2200.0;672.0;17.0
Laranjeiras;3;1;0;150;2300.0;1700.0;278.0
Tijuca;3;2;1;128;2700.0;1050.0;256.0
Benfica;3;0;0;120;790.0;180.0;162.0
Tijuca;3;1;1;91;2300.0;832.0;123.0
Maria da Graça;3;0;0;85;1100.0;220.0;92.5
Ilha do Governador;3;1;0;75;1900.0;380.0;85.0
Barra da Tijuca;3;1;1;75;2000.0;700.0;452.3333333333333
Humaitá;2;1;0;73;2900.0;926.0;404.6666666666667
Maracanã;3;1;0;84;2200.0;735.0;79.0
Flamengo;3;0;0;100;2500.0;700.0;77.0
Recreio dos Bandeirantes;3;2;2;92;1800.0;840.0;195.0
Barra da Tijuca;3;2;3;120;2900.0;1280.0;390.0
Camorim;3;2;1;75;1700.0;600.0;80.0
Recreio dos Bandeirantes;3;2;2;200;2600.0;1250.0;204.0
Tijuca;2;1;2;88;2800.0;850.0;120.0
Barra da Tijuca;2;2;1;76;2800.0;1350.0;1200.0
Laranjeiras;3;0;0;150;2800.0;1160.0;200.0
Barra da Tijuca;2;0;0;79;2950.0;1000.0;173.0
Tijuca;2;0;1;90;2350.0;850.0;100.0
Barra da Tijuca;2;2;1;85;2150.0;890.0;160.0
Tijuca;3;1;0;85;2500.0;905.0;183.0
Botafogo;2;1;0;76;2650.0;680.0;150.0
Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;500.0
Pechincha;3;1;2;100;2300.0;994.0;435.0
Tijuca;3;2;1;109;2500.0;742.0;105.0
Humaitá;2;0;0;85;2200.0;772.0;114.0
Vila Valqueire;2;1;1;121;1300.0;715.0;91.0
Tijuca;3;0;0;96;1900.0;514.0;91.0
Barra da Tijuca;2;1;1;100;2800.0;1631.0;201.0
Recreio dos Bandeirantes;2;2;1;110;2100.0;640.0;150.0
Barra da Tijuca;2;1;1;88;2600.0;1400.0;1200.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;550.0;55.0
Tijuca;3;1;0;92;1600.0;650.0;21.0
Cachambi;2;1;0;77;1350.0;511.0;26.0
Jardim Guanabara;2;1;1;92;1900.0;550.0;152.0
Barra da Tijuca;3;1;3;83;2700.0;1250.0;120.0
Freguesia (Jacarepaguá);3;1;1;98;2100.0;792.0;163.0
Vila Isabel;3;1;1;100;2100.0;800.0;228.0
Praça Seca;3;0;0;80;1300.0;2000.0;23.0
Copacabana;2;0;0;71;1900.0;1200.0;156.0
Lins de Vasconcelos;3;1;0;78;900.0;600.0;700.0
Leblon;2;0;0;80;2950.0;880.0;162.0
Copacabana;2;0;0;75;2000.0;650.0;81.0
Vila da Penha;2;1;0;84;900.0;598.0;52.0
Barra da Tijuca;3;2;1;104;2700.0;1234.0;68.5
Vila Isabel;3;0;0;90;1600.0;360.0;85.0
Flamengo;2;1;1;90;2900.0;1430.0;364.0
Barra da Tijuca;2;1;1;100;2500.0;1753.0;250.0
Méier;2;1;0;80;1800.0;700.0;85.0
Tijuca;3;0;1;170;2500.0;1700.0;1205.0
Freguesia (Jacarepaguá);3;2;1;115;1990.0;950.0;110.0
Recreio dos Bandeirantes;3;2;1;149;2000.0;1290.0;281.0
Recreio dos Bandeirantes;3;2;1;100;1500.0;890.0;243.0
Barra da Tijuca;2;1;1;94;2500.0;1800.0;27.0
Copacabana;3;1;0;86;1500.0;1240.0;532.0
Recreio dos Bandeirantes;3;2;0;95;1700.0;1250.0;96.66666666666667
Campo Grande;3;1;1;90;900.0;420.0;135.0
Laranjeiras;3;1;0;100;2800.0;1400.0;250.0
Tijuca;3;2;0;160;2800.0;800.0;100.0
Barra da Tijuca;2;0;2;73;1600.0;1500.0;100.0
Barra da Tijuca;2;1;1;79;2800.0;126.0;180.0
Barra da Tijuca;2;1;1;100;2500.0;1632.0;234.0
Flamengo;2;1;0;87;2800.0;845.0;136.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Recreio dos Bandeirantes;3;1;1;90;2200.0;700.0;200.0
Copacabana;2;1;0;79;2500.0;763.0;170.0
Leblon;2;0;0;75;2800.0;810.0;4006.0
Tijuca;2;1;1;100;2500.0;907.0;140.0
Tijuca;3;2;1;100;2100.0;550.0;95.0
Barra da Tijuca;2;1;1;72;2300.0;1200.0;241.0
Pechincha;2;1;1;72;1300.0;540.0;600.0
Barra da Tijuca;2;1;1;83;2000.0;1400.0;1300.0
Laranjeiras;2;0;0;80;2100.0;700.0;110.0
Centro;3;0;0;100;1100.0;621.0;95.0
Tijuca;3;2;1;148;2700.0;1500.0;212.0
Tijuca;3;1;0;110;1900.0;513.0;144.0
Recreio dos Bandeirantes;3;2;1;300;2500.0;1600.0;400.0
Tijuca;3;1;1;79;1500.0;720.0;312.5
Recreio dos Bandeirantes;2;1;1;177;1700.0;1350.0;290.0
Tijuca;3;1;1;102;1690.0;970.0;132.0
Laranjeiras;2;0;0;98;2200.0;809.0;568.6666666666666
Copacabana;4;0;0;170;2800.0;1250.0;346.0
Copacabana;2;0;0;77;2500.0;620.0;120.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;423.0
Copacabana;3;0;0;85;2800.0;960.0;120.0
Recreio dos Bandeirantes;2;1;0;87;1200.0;1032.0;186.66666666666669
Barra da Tijuca;4;2;2;110;2800.0;1800.0;220.0
Barra da Tijuca;2;1;2;77;1500.0;1200.0;715.0
Barra da Tijuca;2;1;1;90;2600.0;1390.0;1010.0
Tijuca;4;2;1;153;2500.0;955.0;246.0
Barra da Tijuca;2;1;1;78;2800.0;1100.0;71.0
Freguesia (Jacarepaguá);3;2;1;132;2100.0;1115.0;126.0
Méier;3;1;1;92;1300.0;630.0;125.0
Freguesia (Jacarepaguá);3;1;1;73;2000.0;750.0;503.3333333333333
Andaraí;3;0;0;103;1800.0;580.0;293.3333333333333
Praça Seca;4;2;3;245;2700.0;1380.0;145.0
Recreio dos Bandeirantes;4;2;1;107;2700.0;940.0;250.0
Barra da Tijuca;2;1;1;90;2600.0;1300.0;195.0
Recreio dos Bandeirantes;3;1;1;73;2000.0;653.0;789.0
Recreio dos Bandeirantes;2;1;1;140;2300.0;1100.0;2600.0
Recreio dos Bandeirantes;2;2;1;75;2000.0;480.0;2374.5
Recreio dos Bandeirantes;2;2;1;92;1300.0;1712.0;395.0
Recreio dos Bandeirantes;2;1;0;113;2400.0;1050.0;180.0
Recreio dos Bandeirantes;4;3;3;300;2800.0;971.0;4786.0
Taquara;2;1;0;74;1100.0;630.0;50.0
Recreio dos Bandeirantes;3;2;1;80;2100.0;630.0;200.0
Vila Isabel;3;0;1;100;2200.0;200.0;20.0
Tijuca;3;1;2;104;2500.0;900.0;1680.0
São Conrado;2;1;1;110;2999.0;1500.0;1950.0
Recreio dos Bandeirantes;3;1;2;90;2500.0;665.0;150.0
Tijuca;3;2;1;110;1800.0;1400.0;133.0
Vila Isabel;2;1;1;75;2900.0;580.0;100.0
Jacarepaguá;2;1;1;76;1200.0;450.0;160.0
Flamengo;2;0;0;83;2500.0;966.0;138.0
Botafogo;3;0;0;75;2300.0;1308.0;204.0
Riachuelo;3;0;0;80;1400.0;350.0;200.0
Recreio dos Bandeirantes;2;1;1;74;1600.0;694.5;161.0
Barra da Tijuca;2;1;0;80;2300.0;1000.0;120.0
Barra da Tijuca;4;2;0;158;2500.0;1622.0;191.66666666666669
Barra da Tijuca;3;2;3;110;2500.0;1486.0;203.0
Leme;2;0;0;75;2700.0;878.0;2599.5
Barra da Tijuca;3;2;1;104;2600.0;1700.0;200.0
Recreio dos Bandeirantes;2;1;1;77;1600.0;651.0;879.0
Freguesia (Jacarepaguá);3;2;1;140;2500.0;960.0;158.0
Copacabana;3;0;1;90;2500.0;1400.0;217.0
Tijuca;3;0;0;80;1460.0;455.0;124.0
Recreio dos Bandeirantes;2;3;2;195;2700.0;950.0;445.0
Taquara;2;1;0;91;800.0;599.0;82.0
Copacabana;3;0;0;120;2100.0;1064.0;332.0
Andaraí;3;2;2;107;2900.0;1140.0;185.0
Maracanã;3;1;1;86;1900.0;854.0;150.5
Tanque;3;1;1;73;1300.0;765.0;84.0
Tijuca;3;0;0;72;1100.0;438.0;23.0
Barra da Tijuca;3;2;1;75;1800.0;980.0;200.0
Tijuca;3;0;0;85;1800.0;934.0;195.0
Recreio dos Bandeirantes;3;1;1;77;1750.0;480.0;180.0
Barra da Tijuca;2;1;1;80;2200.0;1180.0;180.0
Tijuca;3;2;1;100;2000.0;786.0;180.0
Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;121.0
Rio Comprido;2;0;0;75;1100.0;480.0;47.0
Tijuca;3;1;1;90;2600.0;983.0;165.0
Botafogo;2;0;0;75;2400.0;560.0;112.0
Freguesia (Jacarepaguá);2;0;1;75;1300.0;700.0;75.0
Copacabana;2;0;0;72;2800.0;1000.0;866.0
Barra da Tijuca;2;1;1;85;2600.0;1200.0;300.0
Madureira;2;0;0;75;1050.0;2775.0;433.0
Barra da Tijuca;3;1;1;79;2500.0;790.0;40.0
Pechincha;2;1;0;77;1300.0;300.0;72.0
Tijuca;3;0;1;170;2850.0;1730.0;2089.0
Campo Grande;2;1;1;80;1200.0;400.0;306.0
Recreio dos Bandeirantes;3;1;1;96;2209.0;980.0;402.5
Engenho de Dentro;3;1;0;75;1000.0;600.0;150.0
Méier;2;2;0;72;1500.0;665.0;88.0
Barra da Tijuca;2;1;0;80;1650.0;1000.0;211.0
Botafogo;2;1;0;78;2700.0;988.0;133.0
Recreio dos Bandeirantes;2;1;1;82;2000.0;950.0;249.0
Recreio dos Bandeirantes;2;1;0;150;2350.0;810.0;298.0
Méier;2;1;1;81;1600.0;738.0;156.0
Barra da Tijuca;3;1;1;90;2500.0;1466.0;166.0
Barra da Tijuca;3;1;2;93;2300.0;860.0;105.5
Vila da Penha;2;1;0;90;1000.0;590.0;60.0
